name	description	cloneof	year	players	ctrltype	manufacturer	category	orientation	ctrltype2	joyways	buttons
1080 Avalanche	1080 Avalanche		2003	1	analog	Nintendo	console	horizontal			
1080 Snowboarding (Europe) (En,Ja,Fr,De)	1080 Snowboarding (Europe) (En,Ja,Fr,De)		1998	1	analog	Nintendo	console	horizontal			
10yard	10-Yard Fight		1983	2	8 way	Irem	arcade	horizontal	joy	8	2
1941	1941: Counter Attack		1990	2	8 way	Capcom	arcade	vertical	joy	8	2
1942	1942		1984	2	8 way	Capcom	arcade	vertical	joy	8	2
1943	1943 1: The Battle of Midway		1987	2	8 way	Capcom	arcade	vertical	joy	8	2
1943kai	1943 Kai: Midway Kaisen		1987	2	8 way	Capcom	arcade	vertical	joy	8	2
1944	1944: The Loop Master		2000	2	8 way	Capcom	arcade	horizontal	joy	8	2
19xx	19XX: The War Against Destiny		1996	2	8 way	Capcom	arcade	vertical	joy	8	2
2020bb	2020 Super Baseball		1991	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
3wonders	3 Wonders		1991	2	8 way	Capcom	arcade	horizontal	joy	8	3
64street	64th. Street - A Detective Story		1991	2	8 way	Jaleco	arcade	horizontal	joy	8	2
720	720 Degrees		1986	1	analog	Atari	arcade	horizontal	stick+dial		2
abcop	A.B. Cop		1990	1	analog	SEGA	arcade	horizontal	paddle+pedal		1
aburner2	After Burner 2		1987	1	analog	SEGA	arcade	horizontal	stick		2
acedrvrw	Ace Driver: Racing Evolution		1994	2	8 way	Namco	arcade	horizontal			
actfancr	Act-Fancer Cybernetick Hyper Weapon		1989	2	8 way	Data East	arcade	horizontal	joy	8	2
aerofgt	Aero Fighters 1		1992	2	8 way	Video System Co.	arcade	vertical	joy	8	2
afighter	Action Fighter		1986	2	8 way	SEGA	arcade	vertical	joy	8	3
After Burner Climax	After Burner Climax		2006	1	analog	SEGA	arcade	horizontal			
agallet	Air Gallet		1996	2	8 way	Gazelle (Banpresto license)	arcade	vertical	joy	8	3
airass	Air Assault		1993	2	8 way	Irem	arcade	vertical	joy	8	3
airwolf	Airwolf		1987	2	8 way	Kyugo	arcade	horizontal	joy	8	2
ajax	Ajax		1987	2	8 way	Konami	arcade	vertical	joy	8	3
akatana	Akai Katana		2008	2	8 way	Cave	arcade	horizontal			
Aladdin	Aladdin		1993	1	8 way	Nintendo	console	horizontal			
AladdinMD	AladdinMD		1993	1	8 way	SEGA	console	horizontal			
alien3	Alien3: The Gun		1993	2	lightgun	SEGA	arcade	horizontal	stick		2
aliens	Aliens		1990	2	8 way	Konami	arcade	horizontal	joy	8	2
aliensyn	Alien Syndrome		1987	2	8 way	SEGA	arcade	horizontal	joy	8	3
alpham2	Alpha Mission 2		1991	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
alpine	Alpine Ski		1982	2	4 way	Taito	arcade	vertical	joy	2	1
altbeast	Altered Beast (set 8)		1988	2	8 way	SEGA	arcade	horizontal	joy	8	3
amidar	Amidar		1982	2	4 way	Konami	arcade	vertical	joy	4	1
anteater	Anteater		1982	1	4 way	Tago Electronics	arcade	vertical	joy	4	1
aodk	Aggressors of Dark Kombat		1994	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
aof	Art of Fighting 1		1992	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
aof2	Art of Fighting 2		1994	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
aof3	Art of Fighting 3: The Path of the Warrior		1996	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
apb	APB: All Points Bulletin		1987	1	analog	Atari	arcade	vertical	dial+pedal		2
arabian	Arabian		1983	2	8 way	Sun Electronics	arcade	vertical	joy	8	1
archrivl	Arch Rivals		1989	2	analog	Midway	arcade	horizontal	stick		2
area51	Area 51		1996	2	lightgun	Atari	arcade	horizontal	lightgun		1
arkanoid	Arkanoid 1		1986	2	analog	Taito	arcade	vertical	dial		1
arknoid2	Arkanoid 2: Revenge of DOH		1987	2	analog	Taito	arcade	vertical	dial		1
armwar	Armored Warriors		1994	3	8 way	Capcom	arcade	horizontal	joy	8	3
ashura	Ashura Blaster		1990	2	8 way	Taito	arcade	vertical	joy	8	2
assault	Assault		1988	2	twin stick	Namco	arcade	vertical	doublejoy	4	1
astdelux	Asteroids 2 Deluxe		1980	1	4 way	Atari	arcade	horizontal	only_buttons		5
asterix	Asterix		1992	2	8 way	Konami	arcade	horizontal	joy	8	2
asteroid	Asteroids 1		1979	1	buttons only	Atari	arcade	horizontal	only_buttons		5
astorm	Alien Storm (World, 2 Players)		1990	2	8 way	SEGA	arcade	horizontal	joy	8	3
astyanax	Astyanax, The		1989	2	8 way	Jaleco	arcade	horizontal	joy	8	3
asurabld	Asura Blade: Sword of Dynasty		1998	2	8 way	Fuuki	arcade	horizontal	joy	8	3
asurabus	Asura Buster: Eternal Warriors		2001	2	8 way	Fuuki	arcade	horizontal	joy	8	3
atetris	Tetris		1988	2	4 way	Atari	arcade	horizontal	joy	3 (half4)	1
athena	Athena		1986	2	8 way	SNK	arcade	horizontal	joy	8	2
avengers	Avengers		1987	2	8 way	Capcom	arcade	vertical	joy	8	2
avsp	Alien vs. Predator		1994	3	8 way	Capcom	arcade	horizontal	joy	8	3
Axelay	Axelay		1992	1	8 way	Nintendo	console	horizontal			
baddudes	Bad Dudes vs. Dragonninja		1988	2	8 way	Data East	arcade	horizontal	joy	8	2
bagman	Bagman		1982	2	4 way	Valadon Automation	arcade	vertical	joy	4	1
bakutotu	Bakutotsu Kijuutei		1988	2	8 way	Namco	arcade	horizontal	joy	8	3
bankp	Bank Panic		1984	2	4 way	SEGA	arcade	horizontal	joy	2	3
baraduke	Baraduke	aliensec	1985	2	8 way	Namco	arcade	horizontal	joy	8	1
batcir	Battle Circuit		1997	4	8 way	Capcom	arcade	horizontal	joy	8	2
batmanfr	Batman Forever		1996	2	8 way	Acclaim	arcade	horizontal	joy	8	3
batrider	Armed Police Batrider (Europe)		1998	2	8 way	Raizing	arcade	vertical	joy	8	3
batsugunsp	Batsugun: Special Version	batsugun	1993	2	8 way	Toaplan	arcade	vertical	joy	8	3
battlera	Battle Rangers		1988	2	8 way	Data East	arcade	horizontal	joy	8	3
bayroute	Bay Route (set 3, World)		1989	2	8 way	SEGA	arcade	horizontal	joy	8	3
bbakraid	Battle Bakraid: Unlimited Version (USA)		1999	2	8 way	Raizing	arcade	vertical	joy	8	3
bbmanw	Bomber Man World		1992	4	4 way	Irem	arcade	horizontal	joy	4	2
bbusters	Beast Busters		1989	3	lightgun	SNK	arcade	horizontal	lightgun		2
bchopper	Battle Chopper		1987	2	8 way	Irem	arcade	horizontal	joy	8	4
berzerk	Berzerk		1980	2	8 way	Stern Electronics	arcade	horizontal	joy	8	1
bgaregga	Battle Garegga (Europe)		1996	2	8 way	Raizing	arcade	vertical	joy	8	3
bigkarnk	Big Karnk		1991	2	8 way	Gaelco	arcade	horizontal	joy	8	2
bioatack	Bio Attack		1983	2	8 way	Taito	arcade	vertical	joy	8	1
biomtoy	Biomechanical Toy		1995	2	8 way	Gaelco / Zeus	arcade	horizontal	joy	8	2
bionicc	Bionic Commando		1987	2	8 way	Capcom	arcade	horizontal	joy	8	2
bioship	Bio-ship Paladin		1990	2	8 way	UPL (American Sammy license)	arcade	horizontal	joy	8	2
bjourney	Blue's Journey		1990	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
blazstar	Blazing Star		1998	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
blitz	NFL Blitz 1997		1997	2	8 way	Midway	arcade	horizontal	joy+stick	8	3
blitz2k	NFL Blitz 2000 Gold Edition		1999	4	8 way	Midway	arcade	horizontal	joy+stick	8	3
blitz99	NFL Blitz 1999		1998	4	8 way	Midway	arcade	horizontal	joy+stick	8	3
blkheart	Black Heart		1991	2	8 way	UPL	arcade	horizontal	joy	8	2
blktiger	Black Tiger		1987	2	8 way	Capcom	arcade	horizontal	joy	8	2
blockhl	Block Hole		1989	2	4 way	Konami	arcade	horizontal	joy	4	3
blockout	Block Out		1989	2	8 way	Technos	arcade	horizontal	joy	8	4
bloodbro	Blood Bros.		1990	2	8 way	TAD Corporation	arcade	horizontal	joy	8	3
bloodstm	Blood Storm		1994	2	8 way	Strata / Incredible Technologies	arcade	horizontal	joy	8	5
blstroid	Blasteroids		1987	2	analog	Atari	arcade	horizontal	dial		4
bluehawk	Blue Hawk		1993	2	8 way	Dooyong	arcade	vertical	joy	8	2
bmaster	Blade Master		1991	2	8 way	Irem	arcade	horizontal	joy	8	2
bnj	Bump 'n' Jump	brubber	1982	2	8 way	Data East	arcade	vertical	joy	8	1
bnzabros	Bonanza Bros		1990	2	8 way	SEGA	arcade	horizontal	joy	8	3
bombjack	Bomb Jack		1984	2	8 way	Tehkan	arcade	vertical	joy	8	1
bonkadv	Bonks Adventure		1994	2	8 way	Kaneko	arcade	horizontal	joy	8	4
bonzeadv	Bonze Adventure		1988	2	8 way	Taito	arcade	horizontal	joy	8	2
boogwing	Boogie Wings		1992	2	8 way	Data East	arcade	horizontal	joy	8	3
Border Down	Border Down		2003	1	analog	SEGA	console	horizontal			
bosco	Bosconian: Star Destroyer		1981	2	8 way	Namco	arcade	horizontal	joy	8	1
bouldash	Boulder Dash / Boulder Dash Part 2		1990	2	4 way	Data East	arcade	horizontal	joy	4	2
brapboys	B.Rap Boys		1992	3	8 way	Kaneko	arcade	horizontal	joy	8	2
breakrev	Breakers Revenge		1998	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
brkthru	Break Thru		1986	2	8 way	Data East	arcade	horizontal	joy	8	2
brvblade	Brave Blade		2000	4	8 way	Raizing	arcade	vertical	joy	8	3
bstars2	Baseball Stars 2		1992	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
btime	Burger Time		1982	2	4 way	Data East	arcade	vertical	joy	4	1
btoads	Battletoads		1994	3	8 way	Rare / Electronic Arts	arcade	horizontal	joy	8	2
bubblem	Bubble Bobble 3 : Bubble Memories		1995	4	8 way	Taito	arcade	horizontal	joy+dial	8	4
bubbles	Bubbles		1982	1	8 way	Williams	arcade	horizontal	joy	8	
bublbob2	Bubble Bobble 2		1994	4	8 way	Taito	arcade	horizontal	joy+dial	8	4
bublboblr	Bubble Bobble 1	bublbobl	1986	2	4 way	Taito	arcade	horizontal	joy	2	2
bublcave	Bubble Bobble 1 Lost Cave	bublbobl	2013	2	4 way	hack (Bisboch and Aladar)	arcade	horizontal	joy	2	2
buckrog	Buck Rogers: Planet of Zoom		1982	1	8 way	SEGA	arcade	horizontal	joy+pedal	8	3
bucky	Bucky O'Hare		1992	4	8 way	Konami	arcade	horizontal	joy	8	3
buggyboyjr	Buggy Boy Junior/Speed Buggy	buggyboy	1986	1	analog	Tatsumi	arcade	horizontal	dial+pedal		1
bwidow	Black Widow		1982	1	twin stick	Atari	arcade	horizontal	doublejoy	8	
bzone	Battle Zone		1980	1	twin stick	Atari	arcade	horizontal	doublejoy	vertical2	1
cabal	Cabal		1988	2	8 way	TAD Corporation	arcade	horizontal	joy	8	3
cadash	Cadash		1989	2	8 way	Taito	arcade	horizontal	joy	8	2
calibr50	Caliber 50		1989	2	8 way	Seta	arcade	vertical	joy+dial	8	2
Capcom vs SNK 2	Capcom vs SNK 2		2001	2	8 way	Capcom	arcade	horizontal			
captaven	Captain America & The Avengers		1991	4	8 way	Data East	arcade	horizontal	joy	8	2
captcomm	Captain Commando		1991	4	8 way	Capcom	arcade	horizontal	joy	8	2
carnevil	CarnEvil		1998	2	lightgun	Midway	arcade	horizontal	lightgun		2
carnival	Carnival		1980	1	4 way	SEGA	arcade	vertical	joy	2	1
Castlevania - Symphony of the Night	Castlevania - Symphony of the Night		1990	1	8 way	Other	console	horizontal			
Castlevania Bloodlines	Castlevania Bloodlines		1994	1	8 way	SEGA	console	horizontal			
cawing	Carrier Air Wing		1990	2	8 way	Capcom	arcade	horizontal	joy	8	3
ccastles	Crystal Castles		1983	2	trackball	Atari	arcade	horizontal	trackball		3
cclimber	Crazy Climber		1980	2	twin stick	Nichibutsu	arcade	horizontal	doublejoy	8	
centiped	Centipede		1980	1	trackball	Atari	arcade	vertical	joy+trackball	8	1
centiped3	Centipede	centiped	1980	2	trackball	Atari	arcade	vertical	joy+trackball	8	1
chasehq	Chase H.Q.		1988	1	analog	Taito	arcade	horizontal	dial+paddle		4
chelnov	Chelnov: Atomic Runner		1988	2	8 way	Data East	arcade	horizontal	joy	8	3
cheyenne	Cheyenne		1984	1	lightgun	Exidy	arcade	horizontal	lightgun		1
chiller	Chiller		1986	1	lightgun	Exidy	arcade	horizontal	lightgun		1
chimerab	Chimera Beast		1993	2	8 way	Jaleco	arcade	horizontal	joy	8	2
chopliftbl	Choplifter	choplift	1985	2	8 way	SEGA	arcade	horizontal	joy	8	2
chopper	Chopper I		1988	2	8 way	SNK	arcade	vertical	joy	8	2
chqflag	Chequered Flag		1988	1	analog	Konami	arcade	vertical	paddle+pedal		2
circusc	Circus Charlie		1984	2	4 way	Konami	arcade	vertical	joy	2	1
cischeat	Cisco Heat		1990	1	analog	Jaleco	arcade	horizontal	paddle		4
citycon	City Connection		1985	2	8 way	Jaleco	arcade	horizontal	joy	8	2
cninja	Caveman Ninja		1991	2	8 way	Data East	arcade	horizontal	joy	8	2
cobracom	Cobra-Command		1988	2	8 way	Data East	arcade	horizontal	joy	8	2
combatsc	Combat School		1988	2	8 way	Konami	arcade	horizontal	joy	8	2
Comix Zone	Comix Zone		1995	1	8 way	SEGA	console	horizontal			
commandou	Commando	commando	1985	2	8 way	Capcom	arcade	vertical	joy	8	2
congo	Congo Bongo		1983	2	8 way	SEGA	arcade	vertical	joy	8	1
contcirc	Continental Circus		1987	1	analog	Taito	arcade	horizontal	dial+paddle		3
contra	Contra		1987	2	8 way	Konami	arcade	vertical	joy	8	2
Contra Hard Corps	Contra Hard Corps		1994	2	8 way	SEGA	console	horizontal			
Contra III	Contra III		1992	2	8 way	Nintendo	console	horizontal			
cop01	Cop 01		1985	2	8 way	Nichibutsu	arcade	horizontal	joy	8	2
cosmccop	Cosmic Cop		1991	2	8 way	Irem	arcade	horizontal	joy	8	4
cosmica	Cosmic Alien		1979	2	4 way	Universal	arcade	vertical	joy	2	1
cosmogng	Cosmo Gang the Video		1991	2	8 way	Namco	arcade	vertical	joy	8	3
cotton	Cotton (set 4, World)		1991	2	8 way	SEGA	arcade	horizontal	joy	8	3
cotton2	Cotton 2		1997	4	8 way	Success	arcade	horizontal	joy	8	4
Crash Bandicoot - The Wrath of Cortex	Crash Bandicoot - The Wrath of Cortex		2002	1	analog	Nintendo	console	horizontal			
Crazy Taxi	Crazy Taxi		1999	1	analog	SEGA	arcade	horizontal	paddle+pedal		2
crimfght	Crime Fighters		1989	2	8 way	Konami	arcade	horizontal	joy	8	3
crkdown	Crack Down		1989	2	8 way	SEGA	arcade	horizontal	joy	8	3
crossbow	Crossbow		1983	1	lightgun	Exidy	arcade	horizontal	lightgun		1
crsword	Crossed Swords		1991	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
crusnusa	Cruis'n USA		1994	1	analog	Midway	arcade	horizontal	paddle+pedal		8
crusnwld	Cruis'n World		1996	1	analog	Midway	arcade	horizontal	paddle+pedal		8
csclub	Capcom Sports Club		1997	2	8 way	Capcom	arcade	horizontal	joy	8	3
csilver	Captain Silver		1987	2	8 way	Data East	arcade	horizontal	joy	8	2
csprint	Championship Sprint		1986	2	analog	Atari	arcade	horizontal	dial+pedal		
ctribe	Combatribes, The		1990	3	8 way	Technos	arcade	horizontal	joy	8	3
cyberbal2p	Cyberball 2072	cyberbal	1989	2	8 way	Atari	arcade	horizontal	joy	8	1
cyberlip	Cyber-Lip		1990	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
cybots	Cyberbots: Fullmetal Madness		1995	2	8 way	Capcom	arcade	horizontal	joy	8	4
cyvern	Cyvern: The Dragon Weapons		1998	2	8 way	Kaneko	arcade	vertical	joy	8	2
daioh	Daioh		1993	2	8 way	Athena	arcade	vertical	joy	8	6
darius	Darius 1		1986	2	8 way	Taito	arcade	horizontal	joy	8	2
darius2	Darius 2 (three screen)		1989	2	8 way	Taito	arcade	horizontal	joy	8	2
dariusg	Darius Gaiden - Silver Hawk		1994	4	8 way	Taito	arcade	horizontal	joy+dial	8	4
darkmist	Darkmist, The		1986	2	8 way	Taito	arcade	vertical	joy	8	2
darkseal	Dark Seal		1990	2	8 way	Data East	arcade	horizontal	joy	8	2
dassault	Desert Assault	thndzone	1991	4	8 way	Data East	arcade	horizontal	joy	8	2
dayto2pe	Daytona 2		1998	1	analog	SEGA	arcade	horizontal	paddle+pedal		8
daytona	Daytona		1994	1	analog	SEGA	arcade	horizontal	paddle+pedal		9
dbreed	Dragon Breed		1989	2	8 way	Irem	arcade	horizontal	joy	8	4
ddonpach	DoDonPachi 1		1997	2	8 way	Cave	arcade	vertical	joy	8	3
ddp2	DoDonPachi 2: Bee Storm		2001	4	8 way	IGS	arcade	vertical	joy	8	4
ddpdfk	DoDonPachi 4 Dai-Fukkatsu Ver 1.5		2008	2	8 way	Cave	arcade	vertical	joy	8	4
ddpdoj	DoDonPachi 3 Dai-Ou-Jou	ddp3	2002	2	8 way	Cave	arcade	vertical	joy	8	3
ddragon	Double Dragon 1		1987	2	8 way	Technos	arcade	horizontal	joy	8	3
ddragon2	Double Dragon 2: The Revenge		1988	2	8 way	Technos	arcade	horizontal	joy	8	3
ddribble	Double Dribble		1986	2	8 way	Konami	arcade	horizontal	joy	8	3
ddsom	Dungeons & Dragons 2 : Shadow over Mystara		1996	4	8 way	Capcom	arcade	horizontal	joy	8	4
ddtod	Dungeons & Dragons 1 : Tower of Doom		1993	4	8 way	Capcom	arcade	horizontal	joy	8	4
ddux	Dynamite Dux (set 3, World)		1988	2	8 way	SEGA	arcade	horizontal	joy	8	3
deadang	Dead Angle		1988	2	8 way	Seibu Kaihatsu	arcade	horizontal	joy	8	2
deadconx	Dead Connection		1992	4	8 way	Taito	arcade	horizontal	joy	8	2
defender	Defender		1980	1	4 way	Williams	arcade	horizontal	joy	vertical2	5
Demons Crest	Demons Crest		1994	1	8 way	Nintendo	console	horizontal			
demonwld	Demon's World / Horror Story		1990	2	8 way	Toaplan	arcade	horizontal	joy	8	3
desertbr	Desert Breaker (World)		1992	3	8 way	SEGA	arcade	vertical	joy	8	3
devilw	Devil World		1987	2	8 way	Konami	arcade	horizontal	joy	8	3
devstors	Devastators		1988	2	8 way	Konami	arcade	vertical	joy	8	2
dfkbl	DoDonPachi SaiDaiOuJou		2010	2	8 way	Cave	arcade	vertical	joy	8	4
diehard	Die Hard Arcade		1996	4	8 way	SEGA	arcade	horizontal	joy	8	4
digdug	Dig Dug		1982	2	4 way	Namco	arcade	vertical	joy	4	1
digdug2	Dig Dug II		1985	2	4 way	Namco	arcade	vertical	joy	4	2
dimahoo	Dimahoo		2000	2	8 way	Capcom	arcade	vertical	joy	8	3
dino	Cadillacs & Dinosaurs		1993	3	8 way	Capcom	arcade	horizontal	joy	8	2
djboy	DJ Boy		1989	2	8 way	Kaneko	arcade	horizontal	joy	8	3
dkong	Donkey Kong 1		1981	2	4 way	Nintendo	arcade	vertical	joy	4	1
dkong3	Donkey Kong 3		1983	2	4 way	Nintendo	arcade	vertical	joy	4	1
dkongjr	Donkey Kong 2 Junior		1982	2	4 way	Nintendo	arcade	vertical	joy	4	1
dkongx	Donkey Kong 2 : Jumpman Returns	dkong	2006	2	4 way	Nintendo	arcade	vertical	joy	4	1
dkongx11	Donkey Kong 2 : Spooky Mix	dkong	2006	2	4 way	Nintendo	arcade	vertical	joy	4	1
dmnfrnt	Demon Front		2002	4	8 way	IGS	arcade	horizontal	joy	8	4
docastle	Mr. Do's Castle		1983	2	4 way	Universal	arcade	vertical	joy	4	2
dogyuun	Dogyuun		1992	2	8 way	Toaplan	arcade	vertical	joy	8	3
dolphin	Dolphin Blue		2003	2	8 way	Sammy	arcade	horizontal	joy	8	6
Donkey Kong Country I	Donkey Kong Country I		1994	2	8 way	Nintendo	console	horizontal			
Donkey Kong Country II	Donkey Kong Country II		1995	1	8 way	Nintendo	console	horizontal			
donpachi	DoDonPachi 0 DonPachi		1995	2	8 way	Cave	arcade	vertical	joy	8	3
Doom	Doom		1993	1	analog	Other	console	horizontal			
dotron	Discs of Tron		1983	1	8 way	Midway	arcade	horizontal	joy+dial	8	4
doubledr	Double Dragon		1995	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
dowild	Mr. Do's Wild Ride		1984	2	4 way	Universal	arcade	horizontal	joy	4	2
dragnblz	Dragon Blaze		2000	2	8 way	Psikyo	arcade	vertical	joy	8	3
dragngun	Dragon Gun		1993	2	lightgun	Data East	arcade	horizontal	lightgun		2
Dragons Lair	Dragons Lair		1983	1	4 way	Cinematronics	arcade	horizontal	joy	8	1
drgnbstr	Dragon Buster		1984	2	4 way	Namco	arcade	horizontal	joy	4	2
driftout	Drift Out		1991	2	8 way	Visco	arcade	vertical	joy+dial	8	2
dsaber	Dragon Saber 2		1990	2	8 way	Namco	arcade	vertical	joy	8	3
dsmbl	Deathsmiles MegaBlack Label		2008	2	8 way	Cave	arcade	horizontal	joy	8	4
dspirit	Dragon Saber 1 (new version)		1987	2	8 way	Namco	arcade	vertical	joy	8	3
dstlk	Darkstalkers: The Night Warriors		1994	2	8 way	Capcom	arcade	horizontal	joy	8	6
dynagear	Dyna Gear		1993	2	8 way	Sammy	arcade	horizontal	joy	8	3
dynduke	Dynamite Duke		1989	2	8 way	Seibu Kaihatsu	arcade	horizontal	joy	8	3
dynwar	Dynasty Wars		1989	2	8 way	Capcom	arcade	horizontal	joy	8	3
